Well_ID,X,Y,Z,Facies,Porosity,Permeability
1,3180.0,7820.0,-1485.25,Fractures,0.0727529658,14.565073443060083
1,3180.0,7820.0,-1485.5,Fractures,0.07437328255,13.971450213619379
1,3180.0,7820.0,-1485.75,Fractures,0.07382487118,16.101683367842163
1,3180.0,7820.0,-1486.0,Fractures,0.07339709565000001,14.559454501846217
1,3180.0,7820.0,-1486.25,Fractures,0.07085469267000001,13.543170738098052
1,3180.0,7820.0,-1486.5,Fractures,0.07090797824,11.545902526469687
1,3180.0,7820.0,-1486.75,Fractures,0.0686180649,12.190801416059694
1,3180.0,7820.0,-1487.0,Fractures,0.0672455431,11.36273824888978
1,3180.0,7820.0,-1487.25,Fractures,0.0662480609,11.092890187700663
1,3180.0,7820.0,-1487.5,Fractures,0.0682012186,9.702826018918863
1,3180.0,7820.0,-1487.75,Fractures,0.0692119946,8.62300628637799
1,3180.0,7820.0,-1488.0,Fractures,0.0689732119,8.46540725097746
1,3180.0,7820.0,-1488.25,Fractures,0.06727984490000001,8.171396727445357
1,3180.0,7820.0,-1488.5,Fractures,0.066475115,8.936902472391319
1,3180.0,7820.0,-1488.75,Fractures,0.06592426600000001,8.682875226734168
1,3180.0,7820.0,-1489.0,Fractures,0.0647645594,9.005515163215428
1,3180.0,7820.0,-1489.25,Fractures,0.06488120580000001,10.681576201405889
1,3180.0,7820.0,-1489.5,Fractures,0.0649806324,11.328632332648317
1,3180.0,7820.0,-1489.75,Fractures,0.06450071660000001,10.47794984073256
1,3180.0,7820.0,-1490.0,Fractures,0.062513573,9.98190306557954
1,3180.0,7820.0,-1490.25,Fractures,0.061254400800000004,8.782279443257467
1,3180.0,7820.0,-1490.5,Fractures,0.05908675220000001,9.741664101741211
1,3180.0,7820.0,-1490.75,Fractures,0.05897257970000001,11.408872300547664
1,3180.0,7820.0,-1491.0,Fractures,0.05905473580000001,12.354116014711762
1,3180.0,7820.0,-1491.25,Fractures,0.05598254330000001,14.551911204826807
1,3180.0,7820.0,-1491.5,Fractures,0.058455651600000005,13.27426485924304
1,3180.0,7820.0,-1491.75,Fractures,0.06257089390000001,13.926230324686058
1,3180.0,7820.0,-1492.0,Fractures,0.0661694005,15.246199649210856
1,3180.0,7820.0,-1492.25,Fractures,0.0667540976,14.81744747863642
1,3180.0,7820.0,-1492.5,Fractures,0.06746984510000001,15.618070188299827
1,3180.0,7820.0,-1492.75,Fractures,0.06706592730000001,15.715657434493648
1,3180.0,7820.0,-1493.0,Fractures,0.066815039,13.841945634816842
1,3180.0,7820.0,-1493.25,Fractures,0.064793292,16.728125646287655
1,3180.0,7820.0,-1493.5,Fractures,0.0656217131,19.259666626549667
1,3180.0,7820.0,-1493.75,Fractures,0.06532116090000001,18.33423603538431
1,3180.0,7820.0,-1494.0,Fractures,0.0662128803,20.09884885543953
1,3180.0,7820.0,-1494.25,Fractures,0.06491230440000001,17.737934927228476
1,3180.0,7820.0,-1494.5,Fractures,0.0642148921,16.68696176749044
1,3180.0,7820.0,-1494.75,Fractures,0.0656534305,15.58006955564127
1,3180.0,7820.0,-1495.0,Fractures,0.0650803086,14.685207256804123
1,3180.0,7820.0,-1495.25,Fractures,0.06623889720000001,12.248036951870336
1,3180.0,7820.0,-1495.5,Fractures,0.06578875140000001,13.745854664145352
1,3180.0,7820.0,-1495.75,Fractures,0.06710015890000001,12.760885492165752
1,3180.0,7820.0,-1496.0,Fractures,0.0668107919,13.204955833789292
1,3180.0,7820.0,-1496.25,Fractures,0.0690569657,13.212647909924417
1,3180.0,7820.0,-1496.5,Fractures,0.07157889966,12.873314482564545
1,3180.0,7820.0,-1496.75,Fractures,0.07058615947,13.10925194035005
1,3180.0,7820.0,-1497.0,Fractures,0.07318867523,13.471318877688393
1,3180.0,7820.0,-1497.25,Fractures,0.07270371335,13.161893998990461
1,3180.0,7820.0,-1497.5,Fractures,0.07194650664,11.45696747485297
1,3180.0,7820.0,-1497.75,Fractures,0.07172077503,12.125843610371701
1,3180.0,7820.0,-1498.0,Fractures,0.0697034817,11.74485419555873
1,3180.0,7820.0,-1498.25,Fractures,0.06970370270000001,12.287472661452684
1,3180.0,7820.0,-1498.5,Fractures,0.06789083580000001,11.265665717133123
1,3180.0,7820.0,-1498.75,Fractures,0.0696214244,9.975930693653323
1,3180.0,7820.0,-1499.0,Fractures,0.0686828166,10.82710894812954
1,3180.0,7820.0,-1499.25,Fractures,0.0677750344,10.594287225344416
1,3180.0,7820.0,-1499.5,Fractures,0.06833204670000001,11.367752549639356
1,3180.0,7820.0,-1499.75,Fractures,0.06903515560000001,10.591257242907561
1,3180.0,7820.0,-1500.0,Fractures,0.07159895853,11.078069782811474
1,3180.0,7820.0,-1500.25,Fractures,0.07225676841,13.35529936721635
1,3180.0,7820.0,-1500.5,Fractures,0.07477742720000001,13.582487605476679
1,3180.0,7820.0,-1500.75,Fractures,0.07439336846,13.514527248279306
1,3180.0,7820.0,-1501.0,Fractures,0.07540439627000001,15.320140141628569
1,3180.0,7820.0,-1501.25,Fractures,0.07500445907,16.699680586979767
1,3180.0,7820.0,-1501.5,Fractures,0.07285116312,19.368212009923752
1,3180.0,7820.0,-1501.75,Fractures,0.07336233846000001,19.60976323426928
1,3180.0,7820.0,-1502.0,Fractures,0.07305074848000001,17.534649032130144
1,3180.0,7820.0,-1502.25,Fractures,0.07477619441000001,18.667804552218655
1,3180.0,7820.0,-1502.5,Fractures,0.07435110455,18.618207869348936
1,3180.0,7820.0,-1502.75,Fractures,0.07342378257000001,16.958260521853408
1,3180.0,7820.0,-1503.0,Fractures,0.07475791940000001,16.460724655593047
1,3180.0,7820.0,-1503.25,Fractures,0.07609611951,16.624214461302635
1,3180.0,7820.0,-1503.5,Fractures,0.0752917176,16.240643760164936
1,3180.0,7820.0,-1503.75,Fractures,0.07613880189000001,15.949699919205548
1,3180.0,7820.0,-1504.0,Fractures,0.07828784112,17.455501858996648
1,3180.0,7820.0,-1504.25,Fractures,0.0798604792,17.014239485867915
1,3180.0,7820.0,-1504.5,Fractures,0.0829352758158,18.444319125858748
1,3180.0,7820.0,-1504.75,Fractures,0.08369383797600001,19.083101562544492
1,3180.0,7820.0,-1505.0,Fractures,0.084051777077,19.189030115718783
1,3180.0,7820.0,-1505.25,Fractures,0.0807640429,19.165036914654166
1,3180.0,7820.0,-1505.5,Fractures,0.08166359051000001,18.1134680761528
1,3180.0,7820.0,-1505.75,Fractures,0.08299322222354,17.807706631623528
1,3180.0,7820.0,-1506.0,Fractures,0.08620735402,17.058096184523375
1,3180.0,7820.0,-1506.25,Fractures,0.08481095356,17.545644563723673
1,3180.0,7820.0,-1506.5,Fractures,0.08646079188,15.765060087945344
1,3180.0,7820.0,-1506.75,Fractures,0.08532348545,16.75331821215766
1,3180.0,7820.0,-1507.0,Fractures,0.08726360961,15.87477284715437
1,3180.0,7820.0,-1507.25,Fractures,0.08601400697,17.72755138013156
1,3180.0,7820.0,-1507.5,Fractures,0.08447057170000001,20.139827884274744
1,3180.0,7820.0,-1507.75,Fractures,0.08555681686000001,20.019337702868537
1,3180.0,7820.0,-1508.0,Fractures,0.084144091234,21.386504977413892
1,3180.0,7820.0,-1508.25,Fractures,0.08533559391000001,22.04854454870819
